Message,Category
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,ham
I'm gonna rip out my uterus.,ham
Ok... But bag again..,ham
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",ham
I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,ham
I dun believe u. I thk u told him.,ham
That's y we haf to combine n c how lor...,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam
U reach orchard already? U wan 2 go buy tickets first?,ham
Hey... Very inconvenient for your sis a not huh?,ham
Its just the effect of irritation. Just ignore it,ham
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham
How is your schedule next week? I am out of town this weekend.,ham
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,ham
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ham
Yep then is fine 7.30 or 8.30 for ice age.,ham
Probably gonna swing by in a wee bit,ham
"2 celebrate my bday, y else?",ham
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",ham
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",ham
I am taking you for italian food. How about a pretty dress with no panties? :),ham
I'm good. Have you registered to vote?,ham
None of that's happening til you get here though,ham
Ok. So april. Cant wait,ham
Just glad to be talking to you.,ham
Yes... I trust u to buy new stuff ASAP so I can try it out,ham
Indeed and by the way it was either or - not both !,ham
Yup ok...,ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam
Are you still getting the goods.,ham
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",spam
URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam
K.k..how is your sister kids?,ham
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
I'm done oredi...,ham
Thanks chikku..:-) gud nyt:-*,ham
No plm i will come da. On the way.,ham
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",ham
"Aight, I'm chillin in a friend's room so text me when you're on the way",ham
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam
Ya very nice. . .be ready on thursday,ham
Shopping? Eh ger i toking abt syd leh...Haha,ham
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham
WHITE FUDGE OREOS ARE IN STORES,ham
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham
Thats cool. i am a gentleman and will treat you with dignity and respect.,ham
"What's up bruv, hope you had a great break. Do have a rewarding semester.",ham
"Sorry my roommates took forever, it ok if I come by now?",ham
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ham
MMM ... Fuck .... Merry Christmas to me,ham
:( but your not here....,ham
Kay... Since we are out already,ham
Hey what's up charles sorry about the late reply.,ham
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,ham
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,spam
How are you. Just checking up on you,ham
Yo you around? A friend of mine's lookin to pick up later tonight,ham
From here after The performance award is calculated every two month.not for current one month period..,ham
Yes.i'm in office da:),ham
And you! Will expect you whenever you text! Hope all goes well tomo,ham
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",ham
Watching tv lor. Nice one then i like lor.,ham
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam
X course it 2yrs. Just so her messages on messenger lik you r sending me,ham
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,ham
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,ham
Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,ham
Am okay. Will soon be over. All the best,ham
What pa tell me.. I went to bath:-),ham
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",ham
"And how you will do that, princess? :)",ham
No..jst change tat only..,ham
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
"Aight no rush, I'll ask jay",ham
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,spam
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!",ham
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,ham
How do you plan to manage that,ham
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham
YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
"Cool, want me to go to kappa or should I meet you outside mu",ham
S:)8 min to go for lunch:),ham
"What will we do in the shower, baby?",ham
Yeah do! Don‘t stand to close tho- you‘ll catch something!,ham
I've got it down to a tea. not sure which flavour,ham
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",ham
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,ham
Excellent! Wish we were together right now!,ham
Stupid.its not possible,ham
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",ham
Wishing you a wonderful week.,ham
I'm at home. Please call,ham
Pls she needs to dat slowly or she will vomit more.,ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham
I am late. I will be there at,ham
"Looks like you found something to do other than smoke, great job!",ham
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",ham
So when do you wanna gym?,ham
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,ham
Have you seen who's back at Holby?!,ham
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,spam
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",ham
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,ham
Of course. I guess god's just got me on hold right now.,ham
Ok then u tell me wat time u coming later lor.,ham
Yar but they say got some error.,ham
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam
This message is brought to you by GMW Ltd. and is not connected to the,spam
EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,ham
If I get there before you after your ten billion calls and texts so help me god,ham
Are you up for the challenge? I know i am :),ham
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham
How's ur paper?,ham
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham
"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham
Pls dont restrict her from eating anythin she likes for the next two days.,ham
U repeat e instructions again. Wat's e road name of ur house?,ham
I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,ham
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam
Long beach lor. Expected... U having dinner now?,ham
"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",ham
I anything lor...,ham
"Great. I'm in church now, will holla when i get out",ham
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
