,Message,Category,Predicted
338,When ü login dat time... Dad fetching ü home now?,ham,ham
339,"It could work, we'll reach a consensus at the next meeting",ham,ham
340,Be happy there. I will come after noon,ham,ham
341,Ok,ham,ham
342,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam,spam
343,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",ham,ham
344,How? Izzit still raining?,ham,ham
345,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,ham,ham
346,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,ham,ham
347,It shall be fine. I have avalarr now. Will hollalater,ham,ham
348,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,ham,ham
349,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham,ham
350,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ham,ham
351,So what did the bank say about the money?,ham,ham
352,Ok then i will come to ur home after half an hour,ham,ham
353,Its like that hotel dusk game i think. You solve puzzles in a area thing,ham,ham
354,";-( oh well, c u later",ham,ham
355,Waiting in e car 4 my mum lor. U leh? Reach home already?,ham,ham
356,Yes. Last  practice,ham,ham
357,Yes:)here tv is always available in work place..,ham,ham
358,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,ham,ham
359,Oh :-)only 4 outside players allowed to play know,ham,ham
360,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam,spam
361,Yeah my usual guy's out of town but there're definitely people around I know,ham,ham
362,I cant pick the phone right now. Pls send a message,ham,ham
363,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ham,ham
364,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",ham,ham
365,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",ham,ham
366,Missing you too.pray inshah allah,ham,ham
367,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",ham,ham
368,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam,spam
369,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham,ham
370,I'm not sure if its still available though,ham,ham
371,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam,spam
372,Sitting ard nothing to do lor. U leh busy w work?,ham,ham
373,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,ham,ham
374,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam,spam
375,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",ham,ham
376,K still are you loving me.,ham,ham
377,Gibbs unsold.mike hussey,ham,ham
378,Oh ic. I thought you meant mary jane.,ham,ham
379,Yes. that will be fine. Love you. Be safe.,ham,ham
380,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam,spam
381,I had askd u a question some hours before. Its answer,ham,ham
382,I will lick up every drop :) are you ready to use your mouth as well?,ham,ham
383,Shall i come to get pickle,ham,ham
384,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,spam
385,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,ham,ham
386,I'm gonna rip out my uterus.,ham,ham
387,Ok... But bag again..,ham,ham
388,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham,ham
389,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam,spam
390,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",ham,ham
391,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,ham,ham
392,I dun believe u. I thk u told him.,ham,ham
393,That's y we haf to combine n c how lor...,ham,ham
394,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam,spam
395,U reach orchard already? U wan 2 go buy tickets first?,ham,ham
396,Hey... Very inconvenient for your sis a not huh?,ham,ham
397,Its just the effect of irritation. Just ignore it,ham,ham
398,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,ham,ham
399,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham,ham
400,How is your schedule next week? I am out of town this weekend.,ham,ham
401,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,ham,ham
402,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham,ham
403,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ham,ham
404,Yep then is fine 7.30 or 8.30 for ice age.,ham,ham
405,Probably gonna swing by in a wee bit,ham,ham
406,"2 celebrate my bday, y else?",ham,ham
407,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",ham,ham
408,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",ham,ham
409,I am taking you for italian food. How about a pretty dress with no panties? :),ham,ham
410,I'm good. Have you registered to vote?,ham,ham
411,None of that's happening til you get here though,ham,ham
412,Ok. So april. Cant wait,ham,ham
413,Just glad to be talking to you.,ham,ham
414,Yes... I trust u to buy new stuff ASAP so I can try it out,ham,ham
415,Indeed and by the way it was either or - not both !,ham,ham
416,Yup ok...,ham,ham
417,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam,spam
418,Are you still getting the goods.,ham,ham
419,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",spam,spam
420,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam,spam
421,K.k..how is your sister kids?,ham,ham
422,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,spam
423,I'm done oredi...,ham,ham
424,Thanks chikku..:-) gud nyt:-*,ham,ham
425,No plm i will come da. On the way.,ham,ham
426,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",ham,ham
427,"Aight, I'm chillin in a friend's room so text me when you're on the way",ham,ham
428,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,spam
429,Ya very nice. . .be ready on thursday,ham,ham
430,Shopping? Eh ger i toking abt syd leh...Haha,ham,ham
431,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham,ham
432,WHITE FUDGE OREOS ARE IN STORES,ham,ham
433,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham,ham
434,Thats cool. i am a gentleman and will treat you with dignity and respect.,ham,ham
435,"What's up bruv, hope you had a great break. Do have a rewarding semester.",ham,ham
436,"Sorry my roommates took forever, it ok if I come by now?",ham,ham
437,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ham,ham
438,MMM ... Fuck .... Merry Christmas to me,ham,ham
439,:( but your not here....,ham,ham
440,Kay... Since we are out already,ham,ham
441,Hey what's up charles sorry about the late reply.,ham,ham
442,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,ham,ham
443,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,spam,spam
444,How are you. Just checking up on you,ham,ham
445,Yo you around? A friend of mine's lookin to pick up later tonight,ham,ham
446,From here after The performance award is calculated every two month.not for current one month period..,ham,ham
447,Yes.i'm in office da:),ham,ham
448,And you! Will expect you whenever you text! Hope all goes well tomo,ham,ham
449,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",ham,ham
450,Watching tv lor. Nice one then i like lor.,ham,ham
451,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam,spam
452,X course it 2yrs. Just so her messages on messenger lik you r sending me,ham,ham
453,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,ham,ham
454,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham,ham
455,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,ham,ham
456,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,ham,ham
457,Am okay. Will soon be over. All the best,ham,ham
458,What pa tell me.. I went to bath:-),ham,ham
459,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",ham,ham
460,"And how you will do that, princess? :)",ham,ham
461,No..jst change tat only..,ham,ham
462,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,ham,ham
463,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,spam
464,"Aight no rush, I'll ask jay",ham,ham
465,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,spam,spam
466,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!",ham,ham
467,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,ham,ham
468,How do you plan to manage that,ham,ham
469,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,spam
470,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham,ham
471,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam,spam
472,"Cool, want me to go to kappa or should I meet you outside mu",ham,ham
473,S:)8 min to go for lunch:),ham,ham
474,"What will we do in the shower, baby?",ham,ham
